OrderID,UserID,ProductID,Quantity,Category,OrderIndex
ORD1074,U015,Fresh_Tomatoes,2,fresh vegetables,3
ORD1074,U015,Chicken_Breast,2,poultry counter,4
ORD1074,U015,Parmesan_Cheese,2,packaged cheese,5
ORD1075,U009,Coconut_Milk,1,milk,1
ORD1076,U023,Baguette,2,bread,1
ORD1076,U023,Canned_Tomatoes,4,pantry staples,2
ORD1076,U023,Fresh_Bananas,2,fresh fruits,3
ORD1076,U023,Whole_Chicken,3,poultry counter,4
ORD1077,U012,Parmesan_Cheese,4,packaged cheese,1
ORD1077,U012,Low_Fat_Yogurt,2,yogurt,2
ORD1077,U012,Fresh_Grapes,4,fresh fruits,3
ORD1077,U012,Fresh_Tomatoes,3,fresh vegetables,4
ORD1078,U024,Frozen_Fish,1,frozen foods,1
ORD1078,U024,Chicken_Breast,1,poultry counter,2
ORD1079,U001,Multigrain_Bread,1,bread,1
ORD1079,U001,Turkey_Breast,1,poultry counter,2
ORD1080,U003,Flavored_Yogurt,1,yogurt,1
ORD1081,U003,Turkey_Breast,3,meat counter,1
ORD1081,U003,Whole_Chicken,3,poultry counter,2
ORD1081,U003,Oat_Milk,1,milk,3
ORD1081,U003,Parmesan_Cheese,3,packaged cheese,4
ORD1081,U003,Olive_Oil,1,pantry staples,5
ORD1082,U029,Multigrain_Bread,1,bread,1
ORD1083,U026,Fresh_Cucumbers,3,fresh vegetables,1
ORD1083,U026,Low_Fat_Yogurt,3,yogurt,2
ORD1083,U026,Pork_Chops,1,meat counter,3
ORD1083,U026,Whole_Chicken,1,poultry counter,4
ORD1083,U026,Wheat_Bread,4,bread,5
ORD1084,U023,Turkey_Breast,3,poultry counter,1
ORD1084,U023,Rye_Bread,4,bread,2
ORD1084,U023,Fresh_Lettuce,1,fresh vegetables,3
ORD1084,U023,Turkey_Breast,1,meat counter,4
ORD1084,U023,Gouda_Cheese,3,packaged cheese,5
ORD1085,U019,Frozen_Pizza,4,frozen foods,1
ORD1086,U014,Fresh_Lettuce,4,fresh vegetables,1
ORD1086,U014,White_Bread,2,bread,2
ORD1086,U014,Almond_Milk,2,milk,3
ORD1086,U014,Fresh_Grapes,2,fresh fruits,4
ORD1087,U028,Fresh_Oranges,4,fresh fruits,1
ORD1088,U018,Turkey_Breast,1,meat counter,1
ORD1088,U018,Low_Fat_Yogurt,2,yogurt,2
ORD1088,U018,Frozen_Chicken,1,frozen foods,3
ORD1089,U007,Duck_Breast,3,poultry counter,1
ORD1089,U007,Fresh_Strawberries,3,fresh fruits,2
ORD1090,U028,Duck_Breast,1,poultry counter,1
ORD1090,U028,Fresh_Cucumbers,1,fresh vegetables,2
ORD1090,U028,Sourdough_Bread,1,bread,3
ORD1090,U028,Olive_Oil,3,pantry staples,4
ORD1090,U028,Fresh_Oranges,4,fresh fruits,5
ORD1091,U025,Gouda_Cheese,4,packaged cheese,1
ORD1091,U025,Whole_Chicken,1,poultry counter,2
ORD1091,U025,Fresh_Strawberries,2,fresh fruits,3
ORD1092,U009,Fresh_Lettuce,4,fresh vegetables,1
ORD1092,U009,Mozzarella_Cheese,2,packaged cheese,2
ORD1092,U009,Turkey_Breast,4,poultry counter,3
ORD1092,U009,Pork_Chops,1,meat counter,4
ORD1092,U009,Olive_Oil,3,pantry staples,5
ORD1093,U005,Olive_Oil,3,pantry staples,1
ORD1093,U005,Turkey_Breast,4,poultry counter,2
ORD1094,U004,Fresh_Cucumbers,4,fresh vegetables,1
ORD1094,U004,Organic_Yogurt,1,yogurt,2
ORD1094,U004,Pasta,1,pantry staples,3
ORD1094,U004,Fresh_Peaches,3,fresh fruits,4
ORD1094,U004,Turkey_Breast,1,meat counter,5
ORD1095,U017,Blue_Cheese,4,packaged cheese,1
ORD1095,U017,Flavored_Yogurt,4,yogurt,2
ORD1096,U009,Duck_Breast,3,poultry counter,1
ORD1096,U009,Wheat_Bread,3,bread,2
ORD1096,U009,Plain_Yogurt,2,yogurt,3
ORD1097,U024,Whole_Milk,4,milk,1
ORD1097,U024,Fresh_Blueberries,3,fresh fruits,2
ORD1098,U011,Ribeye_Steak,4,meat counter,1
ORD1098,U011,Fresh_Mangoes,4,fresh fruits,2
ORD1098,U011,Gouda_Cheese,2,packaged cheese,3
ORD1098,U011,Sugar,3,pantry staples,4
ORD1099,U011,Bacon,2,meat counter,1
ORD1100,U016,Fresh_Oranges,3,fresh fruits,1
ORD1101,U009,Whole_Milk,1,milk,1
ORD1101,U009,Blue_Cheese,1,packaged cheese,2
ORD1102,U023,Parmesan_Cheese,4,packaged cheese,1
ORD1102,U023,Ice_Cream,1,frozen foods,2
ORD1102,U023,Fresh_Carrots,4,fresh vegetables,3
ORD1102,U023,Ground_Beef,1,meat counter,4
ORD1102,U023,Fresh_Oranges,4,fresh fruits,5
ORD1103,U017,Baguette,1,bread,1
ORD1103,U017,Frozen_Pizza,3,frozen foods,2
ORD1103,U017,Sugar,2,pantry staples,3
ORD1104,U021,Fresh_Carrots,3,fresh vegetables,1
ORD1104,U021,Bacon,2,meat counter,2
ORD1104,U021,Cheddar_Cheese,2,packaged cheese,3
ORD1104,U021,Duck_Breast,2,poultry counter,4
ORD1105,U024,Blue_Cheese,2,packaged cheese,1
ORD1106,U016,Chicken_Breast,2,meat counter,1
ORD1106,U016,Gouda_Cheese,4,packaged cheese,2
ORD1106,U016,Whole_Chicken,4,poultry counter,3
ORD1106,U016,Salt,3,pantry staples,4
ORD1107,U005,Fresh_Carrots,2,fresh vegetables,1
ORD1107,U005,Turkey_Breast,1,poultry counter,2
ORD1107,U005,Ciabatta,2,bread,3
ORD1107,U005,Pasta,3,pantry staples,4
ORD1107,U005,Blue_Cheese,2,packaged cheese,5
ORD1108,U001,Flour,2,pantry staples,1
ORD1108,U001,Multigrain_Bread,2,bread,2
ORD1108,U001,Duck_Breast,2,poultry counter,3
ORD1108,U001,Frozen_Pizza,1,frozen foods,4
ORD1108,U001,Almond_Milk,1,milk,5
ORD1109,U017,Lactose_Free_Milk,3,milk,1
ORD1109,U017,Bacon,4,meat counter,2
ORD1109,U017,Pasta,1,pantry staples,3
ORD1109,U017,Fresh_Apples,1,fresh fruits,4
ORD1109,U017,Rye_Bread,3,bread,5
ORD1110,U006,Gouda_Cheese,3,packaged cheese,1
ORD1110,U006,Frozen_Pizza,4,frozen foods,2
ORD1110,U006,Greek_Yogurt,4,yogurt,3
ORD1111,U016,Cheddar_Cheese,1,packaged cheese,1
ORD1111,U016,Frozen_Vegetables,3,frozen foods,2
ORD1112,U015,Frozen_Vegetables,2,frozen foods,1
ORD1112,U015,Fresh_Peaches,2,fresh fruits,2
ORD1112,U015,Lamb_Chops,3,meat counter,3
ORD1113,U020,Frozen_Vegetables,2,frozen foods,1
ORD1113,U020,Fresh_Peppers,2,fresh vegetables,2
ORD1113,U020,Sugar,2,pantry staples,3
ORD1113,U020,White_Bread,3,bread,4
ORD1114,U014,Oat_Milk,1,milk,1
ORD1114,U014,Fresh_Kale,3,fresh vegetables,2
ORD1115,U018,Turkey_Breast,1,meat counter,1
ORD1115,U018,Plain_Yogurt,2,yogurt,2
ORD1115,U018,Frozen_Fish,2,frozen foods,3
ORD1115,U018,Almond_Milk,2,milk,4
ORD1116,U011,Whole_Chicken,1,poultry counter,1
ORD1116,U011,Fresh_Mangoes,4,fresh fruits,2
ORD1116,U011,Frozen_Vegetables,2,frozen foods,3
ORD1116,U011,Lactose_Free_Milk,1,milk,4
ORD1117,U009,Fresh_Spinach,3,fresh vegetables,1
ORD1117,U009,Skim_Milk,2,milk,2
ORD1117,U009,Sugar,4,pantry staples,3
ORD1118,U007,Frozen_Pizza,2,frozen foods,1
ORD1118,U007,Low_Fat_Yogurt,1,yogurt,2
ORD1118,U007,Sugar,3,pantry staples,3
ORD1118,U007,Fresh_Tomatoes,2,fresh vegetables,4
ORD1118,U007,Turkey_Breast,3,meat counter,5
ORD1119,U009,Frozen_Chicken,4,frozen foods,1
ORD1119,U009,Salt,4,pantry staples,2
ORD1120,U021,Ciabatta,3,bread,1
ORD1120,U021,Turkey_Breast,2,poultry counter,2
ORD1121,U002,Ice_Cream,3,frozen foods,1
ORD1121,U002,Flavored_Yogurt,4,yogurt,2
ORD1121,U002,Sourdough_Bread,3,bread,3
ORD1122,U019,Skim_Milk,1,milk,1
ORD1122,U019,Frozen_Vegetables,4,frozen foods,2
ORD1123,U026,Rice,3,pantry staples,1
ORD1123,U026,Duck_Breast,3,poultry counter,2
ORD1123,U026,Fresh_Bananas,2,fresh fruits,3
ORD1123,U026,Frozen_Fish,3,frozen foods,4
ORD1123,U026,Organic_Yogurt,4,yogurt,5
ORD1124,U026,Frozen_Chicken,4,frozen foods,1
ORD1124,U026,Turkey_Breast,2,meat counter,2
ORD1125,U019,Gouda_Cheese,4,packaged cheese,1
ORD1126,U012,Coconut_Milk,4,milk,1
ORD1126,U012,Mozzarella_Cheese,3,packaged cheese,2
ORD1126,U012,Baguette,2,bread,3
ORD1127,U022,Low_Fat_Yogurt,4,yogurt,1
ORD1127,U022,Lamb_Chops,3,meat counter,2
ORD1128,U002,Whole_Chicken,4,poultry counter,1
ORD1128,U002,Bacon,3,meat counter,2
ORD1128,U002,Frozen_Vegetables,3,frozen foods,3
ORD1129,U016,Fresh_Broccoli,4,fresh vegetables,1
ORD1129,U016,Ciabatta,3,bread,2
ORD1129,U016,Low_Fat_Yogurt,4,yogurt,3
ORD1130,U022,Duck_Breast,2,poultry counter,1
ORD1130,U022,Flavored_Yogurt,3,yogurt,2
ORD1130,U022,Mozzarella_Cheese,2,packaged cheese,3
ORD1130,U022,Bacon,2,meat counter,4
ORD1130,U022,Multigrain_Bread,4,bread,5
ORD1131,U019,Plain_Yogurt,3,yogurt,1
ORD1132,U001,Sugar,2,pantry staples,1
ORD1132,U001,Organic_Yogurt,4,yogurt,2
ORD1132,U001,Fresh_Strawberries,4,fresh fruits,3
ORD1132,U001,Duck_Breast,4,poultry counter,4
ORD1132,U001,Frozen_Fish,3,frozen foods,5
ORD1133,U030,Mozzarella_Cheese,4,packaged cheese,1
ORD1133,U030,Sourdough_Bread,1,bread,2
ORD1133,U030,Turkey_Breast,1,poultry counter,3
ORD1133,U030,Fresh_Oranges,2,fresh fruits,4
ORD1134,U022,Pork_Chops,3,meat counter,1
ORD1134,U022,Fresh_Lettuce,1,fresh vegetables,2
ORD1134,U022,Feta_Cheese,4,packaged cheese,3
ORD1134,U022,Chicken_Breast,1,poultry counter,4
ORD1134,U022,Frozen_Fish,2,frozen foods,5
ORD1135,U024,Frozen_Chicken,1,frozen foods,1
ORD1135,U024,Pork_Chops,2,meat counter,2
ORD1135,U024,Duck_Breast,4,poultry counter,3
ORD1135,U024,White_Bread,3,bread,4
ORD1136,U004,Pork_Chops,3,meat counter,1
ORD1136,U004,Fresh_Oranges,4,fresh fruits,2
ORD1136,U004,Whole_Chicken,4,poultry counter,3
ORD1136,U004,Gouda_Cheese,3,packaged cheese,4
ORD1136,U004,Ciabatta,3,bread,5
ORD1137,U007,Chicken_Breast,2,poultry counter,1
ORD1137,U007,Salt,3,pantry staples,2
ORD1137,U007,Blue_Cheese,1,packaged cheese,3
ORD1137,U007,Skim_Milk,1,milk,4
ORD1137,U007,Frozen_Vegetables,2,frozen foods,5
ORD1138,U024,Multigrain_Bread,1,bread,1
ORD1139,U008,Skim_Milk,3,milk,1
ORD1140,U006,Bacon,2,meat counter,1
ORD1141,U025,Fresh_Strawberries,3,fresh fruits,1
ORD1141,U025,Frozen_Chicken,2,frozen foods,2
ORD1141,U025,Fresh_Broccoli,3,fresh vegetables,3
ORD1141,U025,Lamb_Chops,2,meat counter,4
ORD1142,U026,Fresh_Broccoli,1,fresh vegetables,1
ORD1143,U019,Ground_Beef,3,meat counter,1
ORD1143,U019,Fresh_Cucumbers,2,fresh vegetables,2
ORD1143,U019,Olive_Oil,3,pantry staples,3
ORD1143,U019,Frozen_Chicken,2,frozen foods,4
ORD1143,U019,Whole_Chicken,4,poultry counter,5
ORD1144,U017,Almond_Milk,1,milk,1
ORD1144,U017,Flour,4,pantry staples,2
ORD1144,U017,Frozen_Chicken,2,frozen foods,3
ORD1145,U026,Oat_Milk,1,milk,1
ORD1145,U026,Rice,4,pantry staples,2
ORD1146,U022,Fresh_Peppers,4,fresh vegetables,1
ORD1146,U022,Fresh_Strawberries,3,fresh fruits,2
ORD1146,U022,Salt,3,pantry staples,3
ORD1146,U022,Turkey_Breast,3,poultry counter,4
ORD1146,U022,Ciabatta,4,bread,5
ORD1147,U026,Greek_Yogurt,2,yogurt,1
ORD1147,U026,Blue_Cheese,2,packaged cheese,2
ORD1147,U026,Pork_Chops,1,meat counter,3
ORD1148,U029,Duck_Breast,4,poultry counter,1
ORD1148,U029,Baguette,4,bread,2
ORD1149,U014,Fresh_Cucumbers,1,fresh vegetables,1
ORD1149,U014,White_Bread,4,bread,2
ORD1149,U014,Greek_Yogurt,1,yogurt,3
ORD1150,U018,Cheddar_Cheese,4,packaged cheese,1
ORD1150,U018,Fresh_Lettuce,2,fresh vegetables,2
ORD1150,U018,Ribeye_Steak,3,meat counter,3
ORD1150,U018,Whole_Chicken,3,poultry counter,4
ORD1150,U018,Rice,4,pantry staples,5
ORD1151,U011,Low_Fat_Yogurt,3,yogurt,1
ORD1152,U005,Canned_Tomatoes,2,pantry staples,1
ORD1152,U005,Organic_Yogurt,4,yogurt,2
ORD1152,U005,Skim_Milk,2,milk,3
ORD1153,U016,Chicken_Breast,3,meat counter,1
ORD1153,U016,Coconut_Milk,2,milk,2
ORD1153,U016,Whole_Chicken,3,poultry counter,3
ORD1153,U016,Olive_Oil,3,pantry staples,4
ORD1153,U016,Cheddar_Cheese,2,packaged cheese,5
ORD1154,U025,Frozen_Fish,3,frozen foods,1
ORD1154,U025,Rye_Bread,4,bread,2
ORD1154,U025,Turkey_Breast,3,meat counter,3
ORD1155,U019,Frozen_Chicken,3,frozen foods,1
ORD1155,U019,Fresh_Cucumbers,1,fresh vegetables,2
ORD1155,U019,Low_Fat_Yogurt,4,yogurt,3
ORD1155,U019,Pork_Chops,4,meat counter,4
ORD1155,U019,Flour,3,pantry staples,5
ORD1156,U010,Duck_Breast,3,poultry counter,1
ORD1156,U010,Fresh_Cucumbers,2,fresh vegetables,2
ORD1156,U010,Skim_Milk,3,milk,3
ORD1157,U022,Cheddar_Cheese,2,packaged cheese,1
ORD1157,U022,Fresh_Carrots,3,fresh vegetables,2
ORD1157,U022,Ciabatta,2,bread,3
ORD1157,U022,Ice_Cream,3,frozen foods,4
ORD1158,U015,Sourdough_Bread,4,bread,1
ORD1158,U015,Cheddar_Cheese,1,packaged cheese,2
ORD1158,U015,Fresh_Bananas,1,fresh fruits,3
ORD1158,U015,Ice_Cream,4,frozen foods,4
ORD1158,U015,Fresh_Cucumbers,4,fresh vegetables,5
ORD1159,U022,Skim_Milk,1,milk,1
ORD1160,U027,Ciabatta,1,bread,1
ORD1160,U027,Whole_Milk,2,milk,2
ORD1160,U027,Frozen_Fish,2,frozen foods,3
ORD1160,U027,Plain_Yogurt,3,yogurt,4
ORD1160,U027,Canned_Tomatoes,2,pantry staples,5
ORD1161,U006,Salt,1,pantry staples,1
ORD1161,U006,Multigrain_Bread,2,bread,2
ORD1161,U006,Chicken_Breast,1,meat counter,3
ORD1162,U029,Fresh_Oranges,3,fresh fruits,1
ORD1162,U029,Duck_Breast,1,poultry counter,2
ORD1163,U030,Skim_Milk,1,milk,1
ORD1163,U030,Swiss_Cheese,2,packaged cheese,2
ORD1163,U030,Rye_Bread,3,bread,3
ORD1163,U030,Ice_Cream,1,frozen foods,4
ORD1164,U025,Canned_Tomatoes,1,pantry staples,1
ORD1164,U025,Ice_Cream,4,frozen foods,2
ORD1164,U025,Fresh_Kale,3,fresh vegetables,3
ORD1165,U020,Chicken_Breast,1,meat counter,1
ORD1165,U020,Baguette,4,bread,2
ORD1166,U007,Blue_Cheese,2,packaged cheese,1
ORD1167,U027,Fresh_Peaches,4,fresh fruits,1
ORD1168,U016,Organic_Yogurt,2,yogurt,1
ORD1168,U016,Fresh_Peppers,3,fresh vegetables,2
